Blog	four	looking	second	here	music	until	example	want	feature	wrong	easier	series	re	wasn	service	needed	project	came	than	best	men	asked	chrome	much	life	worked	things	had	easy	possible	right	old	people	o	support	call	happy	inside	time	leave	team	love	working	awesome	such	data	years	course	didn	internet	million	quite	city	future	san	say	saw	note	take	ways	going	where	sites	screen	many	wants	photos	technology	being	around	world	power	favorite	image	her	gone	am	original	tv	th	large	small	past	hours	social	action	via	company	learn	sense	huge	its	always	found	really	research	major	sell	self	also	play	sometimes	set	see	currently	available	last	whole	community	read	recent	person	couple	d	anything	into	link	line	posted	us	ago	having	code	results	young	try	video	let	great	makes	tools	next	high	process	move	doing	could	system	face	fact	should	hope	means	stuff	edition	email	co	off	less	web	five	become	software	problem	worth	red	above	told	word	work	interview	after	order	office	then	them	network	created	another	do	away	terms	com	air	voice	hand	photo	thanks	night	comments	post	months	way	war	true	update	together	global	change	usually	market	live	car	write	product	remember	still	half	now	year	space	shows	online	america	only	between	article	comes	these	media	thinking	real	early	business	aren	start	lot	trying	building	since	month	very	family	put	almost	site	history	help	actually	android	event	issue	ask	launch	american	mobile	latest	pretty	during	x	close	won	probably	both	else	look	while	ready	used	user	game	popular	step	within	computer	doesn	happens	youtube	go	does	facebook	download	started	control	links	including	him	front	keep	exactly	need	able	based	she	state	party	well	page	twitter	home	he	friends	using	companies	likely	even	ever	never	tell	give	before	better	weeks	went	side	open	content	isn	features	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	make	left	human	yes	yet	down	digital	weekend	daily	finally	did	run	making	may	maybe	talk	nbsp	group	interesting	thing	think	first	long	little	anyone	were	performance	especially	show	behind	get	reading	morning	enough	across	similar	according	among	those	different	same	money	images	e	videos	general	again	important	u	starting	public	search	two	share	needs	coming	through	good	button	everyone	house	hard	idea	done	least	part	built	click	build	most	find	giant	common	please	point	simple	simply	understand	talking	fun	itself	yesterday	spent	big	bit	google	often	back	either	forward	single	giving	others	bunch	ll	age	day	announced	ipad	text	national	taking	value	center	thought	add	works	buy	j	special	under	every	school	street	changes	would	phone	must	me	times	end	over	writing	each	driving	got	free	days	already	top	too	tool	took	though	watch	amazon	report	full	however	news	experience	several	everything	head	hear	check	no	cool	says	goes	iphone	today	continue	local	information	happened	name	turn	place	white	released	any	ideas	sure	later	come	case	myself	someone	html	week	without	model	seems	blog	there	program	far	list	design	version	known	rather	short	might	number	man	expect	friday	feel	story	store	kind	added	nothing	his	hit	art	recently	attention	question	called	users	helping	once	issues	apple	heart	app	use	few	women	getting	something	six	instead	looks	our	york	which	who	why	view	stories	job	april	perhaps	gets	other	smart	know	press	because	lead	create	own	apps	made	whether	book
Jeremy Zawodny's blog	1	2	3	6	0	4	0	3	0	5	1	1	5	2	2	2	0	1	4	2	0	4	0	4	1	3	5	17	0	2	5	0	6	0	0	1	2	1	23	1	3	0	4	2	3	4	8	3	11	2	0	1	0	2	3	6	2	4	3	0	8	8	0	1	3	2	5	0	4	3	1	0	2	0	1	1	4	1	0	0	2	5	0	0	1	0	1	2	0	0	0	0	1	1	12	0	0	1	0	7	0	0	4	10	0	2	2	1	0	3	2	2	2	13	2	9	0	14	0	28	6	5	1	1	0	4	0	0	2	4	2	5	6	0	0	2	13	1	1	3	6	0	1	2	0	3	0	5	1	0	0	0	0	2	0	0	3	2	0	6	0	11	0	1	16	7	4	0	4	6	4	0	0	0	0	3	0	2	2	11	2	0	13	0	0	0	2	0	1	1	0	0	0	2	1	3	4	0	5	2	0	0	0	0	7	2	0	0	1	1	1	1	0	4	0	1	7	3	0	7	0	16	0	2	0	1	0	5	1	0	0	2	1	0	0	0	0	1	2	3	0	0	6	4	1	0	6	2	1	0	0	0	1	0	1	1	2	0	9	3	0	0	1	2	0	0	4	1	2	2	5	0	0	2	0	0	7	0	1	1	9	0	4	0	2	4	3	3	0	3	12	2	2	6	1	0	1	0	0	1	0	2	1	6	1	0	6	2	1	3	1	0	4	4	0	0	2	25	1	0	0	1	7	1	1	5	3	3	0	4	3	3	3	13	10	2	2	24	0	2	0	4	16	4	0	2	8	0	0	0	2	1	3	0	0	0	2	0	0	4	0	0	2	1	6	0	0	3	2	6	0	4	0	5	2	0	0	0	0	0	1	8	2	0	1	3	4	0	2	1	0	3	1	2	1	0	11	0	2	16	3	3	1	0	3	0	8	0	8	0	1	0	0	1	7	0	0	0	0	3	0	0	0	1	0	0	3	8	0	3	17	3	5	9	0	5	0	8	1	0	1	4	5	0	6	1	1	0	0	3	3	0	1	3	2	1	1	2	5	1	0	0	0	3	0	1	1	2	3	4	1	0	1	2	0	3	2	1	1	3	0	0	4	1	0	3	3	19	0	2	1	0	0	1	1	3	2	2	0	0	0	1	0	0	0	1	0	10	0	0	2	0	0	2	2	0	1	0	0	1	0	10	13	0	6	7	0	3	0	22	0	9	5	5	1	1	1	0	0	1	8	0	5	1	6	4	0	0	0	7	0	1
@ProBlogger	0	3	0	6	0	0	0	2	0	0	0	4	4	0	0	0	0	1	1	1	0	0	0	0	0	0	4	5	0	0	3	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	4	0	0	0	3	2	1	0	0	2	3	1	0	0	2	0	0	1	1	0	8	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	1	0	0	1	2	0	9	4	0	0	0	2	0	3	0	0	0	3	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	4	0	0	1	1	0	1	0	0	1	0	0	0	1	2	2	0	0	0	0	3	0	0	0	11	2	2	7	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	6	0	0	5	0	1	0	2	1	2	7	1	0	0	4	0	0	0	0	0	0	3	2	0	1	0	1	0	3	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	1	2	3	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	4	1	1	0	1	2	0	1	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	1	2	3	1	1	0	2	0	0	0	0	5	0	0	0	1	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	3	1	2	0	3	1	0	0	0	0	2	1	1	0	2	0	4	3	4	0	0	0	3	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	2	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	2	0	1	2	2	1	5	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	14	2	0	0	44	2	0	0	0	3	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	5	0	1	1	2	0	0	0	0	0	1	1	0	3	0	1	0	6	1	0	0	0	0
Captain's Quarters	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	2	1	1	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	1	6	1	3	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
plasticbag.org	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0	4	0	1	0	0	0	3	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	1	5	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	3	0	6	0	0	1	1	0	1	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	3	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	2	2	0	1	1	3	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	1	1	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
Sin titulo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apple news, reviews and how-to's since 2004 RSS Feed	0	3	2	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	6	0	0	2	2	1	0	1	2	1	0	1	2	0	0	0	0	0	0	1	1	2	1	1	0	2	1	0	0	0	0	2	2	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	2	3	0	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	2	1	2	5	0	0	1	0	0	2	0	0	0	0	0	0	5	1	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	4	0	0	0	1	0	0	3	0	2	0	0	1	1	0	1	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	1	2	1	0	1	0	2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	3	0	1	0	1	0	0	0	0	1	0	0	7	0	0	0	0	7	0	0	0	0	1	0	0	2	2	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	2	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	1	2	0	0	0	0	0	1	2	1	2	0	3	1	0	1	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0	2	1	0	0	2	3	0	0	1	0	1	1	0	1	1	0	0	0	2	0	1	0	0	1	3	1	0	0	0	9	8	0	0	0	0	0	1	2	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	3	1	1	2	0	0	0	0	0	2	0	0	0	1	0	0	9	0	1	0	1	0	0	1	1	0	1	9	0	0	1	29	0	20	5	1	0	1	0	0	0	0	6	0	2	1	0	0	2	0	0	0	0	2	1	0	0	0	0	2	3	6	2	0	2
ThinkProgress	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	7	0	0	0	0	2	0	0	0	0	0	0	2	2	2	0	3	0	0	0	2	1	3	0	1	0	0	2	4	0	2	0	3	0	0	1	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	2	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	2	0	0	20	0	2	2	0	0	0	3	6	0	0	2	0	0	1	0	3	0	4	3	0	2	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	0	2	0	2	1	2	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	1	0	20	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	3	2	0	0	0	0	1	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0
blog maverick	0	2	0	1	0	0	0	0	0	3	0	0	0	3	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1	0	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	2	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	1	2	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	1	2	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	2	0	0	6	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	2	0	0	0	1	7	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	1	0	3	0	1	0	1	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
gapingvoid: "cartoons drawn on the back of business cards"	1	0	0	6	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	2	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	2	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	4	1	2	3	2	0	0	0	1	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	2	1	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	1	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	1	1	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	1	0	1	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	5	0	1	0	2	1	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	4
Topix Blog	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	3	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	1	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	1	3	0	0	0	0	1	0	1	1	0	0	0	0	3	0	3	0	0	0	0	0	2	0	1	3	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	3	0	2	4	0	0	2	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	2	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	1	0	0	1	0	7	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	2	1	3	0	0	0	0	0	2	0	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0
The Viral Garden	5	10	3	26	6	0	4	34	0	4	0	9	4	8	5	2	4	1	9	8	0	1	0	8	2	5	6	36	2	1	7	1	73	6	2	1	1	0	25	4	5	4	1	3	8	0	6	3	14	0	0	1	0	1	3	7	2	0	7	6	11	15	8	1	23	3	0	0	18	7	4	5	2	1	5	0	26	1	1	9	3	5	1	4	134	1	9	13	8	3	1	12	6	12	9	1	0	2	4	10	2	8	0	24	1	0	14	1	10	9	5	5	6	6	1	10	20	2	0	16	5	3	1	5	0	4	0	10	13	3	7	10	1	1	2	14	8	0	0	3	17	2	7	3	0	3	2	6	5	1	0	11	0	5	1	2	1	3	1	17	0	8	1	0	22	50	6	7	8	39	3	1	22	0	2	1	0	2	3	23	41	5	28	0	1	2	4	0	3	5	0	3	0	9	2	3	14	2	22	18	6	2	8	2	16	2	2	2	26	122	4	2	2	13	11	7	14	7	4	3	1	25	0	4	3	11	1	11	10	0	28	1	3	0	0	0	1	3	8	0	5	11	11	6	8	1	8	1	1	4	1	7	0	2	0	3	2	0	15	5	10	0	14	0	8	1	3	1	3	0	8	2	0	1	1	0	14	8	71	1	17	11	31	29	7	18	3	10	11	10	9	10	5	7	1	2	15	7	0	2	0	4	14	16	2	3	6	13	0	0	3	3	20	9	1	1	1	2	0	2	0	1	11	0	4	12	4	2	0	5	4	13	30	26	8	3	0	33	0	1	5	1	24	8	0	5	0	3	2	3	10	4	16	3	0	0	0	2	3	5	0	0	0	3	8	8	6	12	4	16	0	9	0	1	15	3	6	7	0	3	6	24	9	0	2	3	6	2	6	13	4	2	7	0	0	13	8	0	9	19	2	2	3	4	11	0	17	7	21	0	0	0	0	4	11	3	11	10	1	2	0	1	1	13	1	0	1	30	0	3	56	1	5	14	5	3	3	9	6	8	2	4	6	6	8	5	0	0	0	3	1	1	1	10	0	1	3	7	19	5	0	3	0	4	1	0	6	4	10	2	3	0	1	8	6	11	4	7	8	3	14	0	7	2	0	3	46	41	0	1	12	0	0	1	1	1	7	5	1	1	0	2	2	1	0	1	2	8	2	0	6	8	0	4	10	3	3	2	1	3	0	20	22	0	7	10	0	5	1	6	2	21	15	24	5	3	1	12	0	1	17	5	18	0	40	2	11	25	0	7	1	0
